[],,455910508,2971,SonarQube collector does not support multiple servers with multiple accounts,2019-06-13 19:18:14,2019-06-13 20:16:09,open,3
[],"I think my answer might be related to #2549, but is there some way I can configure a widget in the team dashboard to either show the output from two or more sources, or add more than one of a kind of widget? ",455857601,2970,Possible to show multiple build jobs in team dashboard?,2019-06-13 17:14:32,2019-06-13 17:14:32,open,0
[],"Looks like Sonar has set a max page size of 500 on api/projects as well now. Experimenting out our Sonar system with 1333 projects, nothing is returned from the collector beyond the first page. Can we add paging support to have the collector loop through all pages increment the pageIndex until all records are collected? 

Related to: https://github.com/Hygieia/Hygieia/issues/933",455308849,2967,Sonar Collector: Unable to pull in projects beyond the first page (500 records),2019-06-12 16:23:25,2019-06-12 17:51:45,open,4
[],"I configured jira early with my atlassian account and it worked fine and bought data and also propagated in UI now same thing i am doiing for my client.....It is a jira server ...i configured jira and it also fetched data but now its not propagating data in UI
",454542533,2966,Jira Collector fetching data But Not showing in UI,2019-06-11 08:12:01,2019-06-13 16:31:33,open,1
[],"I am working on enhancing the rally collector to capture defect/Testcase data along with all existing information. Looking for help or any pointer to start.

@Satheesh-Balachandran - I believe you have last worked on the rally collector, is there anything you can help me with,

Below are the end points which gives the required information for Defects/Testcases.

Number of Open Defects for a Project - `https://rally1.rallydev.com/slm/webservice/v2.0/defect?project=https://rally1.rallydev.com/slm/webservice/v2.0/project/<Project-id>&query=(state=""open"")`

Number of TestCases - `https://rally1.rallydev.com/slm/webservice/v2.0/testcase?project=https://rally1.rallydev.com/slm/webservice/v2.0/project/81341151288`
",454299811,2964,Enhancing Rally Collector to capture Defect & Test Cases,2019-06-10 18:15:45,2019-06-11 16:33:10,open,0
[],The github collector is only collecting commits for the first time it is running and not collecting new commits.,454085305,2962,github collector not collecting new commits,2019-06-10 09:44:42,2019-06-10 09:44:42,open,0
[],"Jenkins is not collecting all the jobs. Jenkins is able to collect few 500 Jobs. I have more than 3000 Jobs approx.

2019-06-07 16:45:00,000 INFO  c.c.d.collector.CollectorTask - Running Collector: Hudson
2019-06-07 16:45:00,357 INFO  c.c.d.collector.CollectorTask - -----------------------------------
2019-06-07 16:45:00,358 INFO  c.c.d.collector.CollectorTask - https://prod-jenkins.pxxxxxns.com/
2019-06-07 16:45:00,359 INFO  c.c.d.collector.CollectorTask - -----------------------------------
2019-06-07 16:45:01,181 INFO  c.c.d.collector.DefaultHudsonClient - Fetching jobs 0/8 pageSize 1000...
2019-06-07 16:45:03,629 INFO  c.c.d.collector.CollectorTask - Fetched jobs                     3s
2019-06-07 16:45:04,158 INFO  c.c.d.collector.CollectorTask - New jobs              586        0s
2019-06-07 16:45:04,195 INFO  c.c.d.collector.CollectorTask - New builds              0        0s
2019-06-07 16:45:04,199 INFO  c.c.d.collector.CollectorTask - New configs             0        0s
2019-06-07 16:45:04,199 INFO  c.c.d.collector.CollectorTask - Finished                         3s
2019-06-07 16:46:24,251 INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:2, serverValue:1962}] to localhost:27017 because it is past its maximum allowed idle time.
2019-06-07 16:50:00,000 INFO  c.c.d.collector.CollectorTask - Running Collector: Hudson
2019-06-07 16:50:00,067 INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:6, serverValue:1966}] to localhost:27017
2019-06-07 16:50:00,323 INFO  c.c.d.collector.CollectorTask - -----------------------------------
2019-06-07 16:50:00,323 INFO  c.c.d.collector.CollectorTask - https://prod-jenkins.paxxxxxxns.com/
2019-06-07 16:50:00,324 INFO  c.c.d.collector.CollectorTask - -----------------------------------
2019-06-07 16:50:00,722 INFO  c.c.d.collector.DefaultHudsonClient - Fetching jobs 0/8 pageSize 1000...
2019-06-07 16:50:02,991 INFO  c.c.d.collector.CollectorTask - Fetched jobs                     2s
2019-06-07 16:50:03,062 INFO  c.c.d.collector.CollectorTask - New jobs                0        0s
2019-06-07 16:50:03,066 INFO  c.c.d.collector.CollectorTask - New builds              0        0s
2019-06-07 16:50:03,069 INFO  c.c.d.collector.CollectorTask - New configs             0        0s
2019-06-07 16:50:03,070 INFO  c.c.d.collector.CollectorTask - Finished                         2s


Below is my properties.


dbname=dashboarddb
dbhost=localhost
dbport=27017
dbreplicaset=false
dbusername=dashboarduser
dbpassword=dbpassword
jenkins.cron=0 0/5 * * * *
jenkins.pageSize=1000
jenkins.folderDepth=10
jenkins.servers[0]=https://prod-jenkins.pxxxxxns.com/
jenkins.usernames[0]=Exxx_xxxkur@pxxxxxns.com
jenkins.apiKeys[0]=110xxxxxxxxxxxxx5e56xxxxxxxxx2a1
jenkins.saveLog=true
jenkins.searchFields[0]= options.jobName
jenkins.searchFields[1]= niceName  


PS: Few months back with same property file it was working fine.",453477780,2957,Jenkins Collector Not collecting all the Jobs only able to collect first few jobs.,2019-06-07 12:00:16,2019-06-07 12:00:44,open,0
[],"Hello,
I recently started a Hygieia Dashboard by running the ui and api as docker containers. I want to integrate Jenkins into Hygieia and cannot find any instructions on how to do so, especially for docker. I did find instructions for integration if the dash was deployed not through docker but nothing for docker container deployment.
Thank you in advance.",453091531,2952,Integrate Jenkins into Hygieia Dash (Setup using Docker),2019-06-06 15:18:25,2019-06-11 09:26:57,open,3
[],"I was playing with the artifactory artifact collector docker container and I noticed that the properties-builder.sh for it produced a property file with out of date syntax. ([this](https://github.com/Hygieia/Hygieia/blob/master/collectors/artifact/artifactory/docker/properties-builder.sh#L41-L51) and [this](https://github.com/Hygieia/Hygieia/blob/master/collectors/artifact/artifactory/docker/properties-builder.sh#L81-L103) vs [what the docs say](https://hygieia.github.io/Hygieia/artifactory.html#sample-application-properties-file))

In looking at some of the un-merged PRs I noticed one where the api and api-audit container Dockerfiles were being re-written with mounted directory for the properties file (#2767). Is that a refactor that all the containers will eventually hit? Or does the properties-builder.sh for artifactory just need some updating?

Thanks!",452153867,2949,Question about state of Docker containers (Artifactory properties-builder),2019-06-04 18:53:54,2019-06-06 13:07:19,open,2
[],"i have configured jenkins collector and it is populating data in build dashboard but it is NOT populating any info on deploy dashboard. Please help on this and let me know  if I am missing something.

![image](https://user-images.githubusercontent.com/32649250/58800720-9624cb00-85d6-11e9-809a-754a79bbc36b.png)

![image](https://user-images.githubusercontent.com/32649250/58800736-a0df6000-85d6-11e9-9bc3-c8247ce3809a.png)
",451446743,2946,Data not populating on deploy dashboard,2019-06-03 12:08:24,2019-06-10 08:03:43,open,14
[],"I have created a new Jira cloud trial account. In the hygieia documentation username:password(encoded in base64) is mentioned for collector authentication. I am trying to authorize Jira with collector using email:password(encoded in base64) format but it's not working.  

I searched on the internet and found that Jira has already removed username field from Jira.

https://confluence.atlassian.com/cloud/blog/2018/06/say-goodbye-to-usernames-in-atlassian-cloud?_ga=2.159559613.184535873.1559202112-814553513.1559113992.

I tried to hit the API using postman with email:password and also bypassing basic auth key in header. but it's not working there also.


I am not sure with the issue, But I have a prod instance of Jira, Where older user can able to login using username:password but new users are getting 401.



 ",450771042,2944,Jira Collector Username Authorization issue,2019-05-31 12:18:48,2019-06-11 12:45:08,open,3
