Labels,Title,State,Date,URL
"enhancement, help wanted",When JWT token is expired no logout token is given,closed,2018-05-29,https://github.com/Hygieia/Hygieia/issues/2249
,Jenkis Build Collector with ldap user and token fails,closed,2018-05-28,https://github.com/Hygieia/Hygieia/issues/2247
,Build Fail (UI Goal Cannot): Bad URL returns 301,closed,2018-05-28,https://github.com/Hygieia/Hygieia/issues/2246
,Doc Bug: Build Failure on UI goal w/ Maven 3.0.5,closed,2018-05-28,https://github.com/Hygieia/Hygieia/issues/2245
,Demo Dashboard is Empty,closed,2018-05-26,https://github.com/Hygieia/Hygieia/issues/2244
,Using deprecated sonar /api/resource,closed,2018-05-25,https://github.com/Hygieia/Hygieia/issues/2242
,Failed to execute goal com.cloudbees:maven-license-plugin:1.7:process (default) on project hygieia-publisher,closed,2018-05-25,https://github.com/Hygieia/Hygieia/issues/2239
,Urbancode deploy widget ,closed,2018-05-25,https://github.com/Hygieia/Hygieia/issues/2238
,hygieia-appdynamics error,closed,2018-05-24,https://github.com/Hygieia/Hygieia/issues/2237
,Hygieia UI - Not getting username and password text box on screen and api connectivity failing,closed,2018-05-24,https://github.com/Hygieia/Hygieia/issues/2236
,API connectivity from UI - Whitelabel Error Page,closed,2018-05-24,https://github.com/Hygieia/Hygieia/issues/2235
,Jenkins collector giving error,closed,2018-05-23,https://github.com/Hygieia/Hygieia/issues/2233
,Maven Build Failure for SonarQUbe,closed,2018-05-23,https://github.com/Hygieia/Hygieia/issues/2232
,Cant see anything under my github widget,closed,2018-05-23,https://github.com/Hygieia/Hygieia/issues/2231
,Initial build failed,closed,2018-05-22,https://github.com/Hygieia/Hygieia/issues/2230
,Hygieia - JIRA - Collector,closed,2018-05-22,https://github.com/Hygieia/Hygieia/issues/2229
,Widget is empty,closed,2018-05-21,https://github.com/Hygieia/Hygieia/issues/2226
,Cant see my project under All Dashboards,closed,2018-05-21,https://github.com/Hygieia/Hygieia/issues/2225
,Sonar collector authentication,closed,2018-05-21,https://github.com/Hygieia/Hygieia/issues/2224
,Product Dashboard,open,2018-05-20,https://github.com/Hygieia/Hygieia/issues/2223
,Error While Installing Hygieia,closed,2018-05-20,https://github.com/Hygieia/Hygieia/issues/2222
,Login Page is not working ,closed,2018-05-19,https://github.com/Hygieia/Hygieia/issues/2221
,cant see anything under Repo Type,closed,2018-05-18,https://github.com/Hygieia/Hygieia/issues/2220
,Configure github widget,closed,2018-05-18,https://github.com/Hygieia/Hygieia/issues/2219
,Rally Widget Not working,closed,2018-05-17,https://github.com/Hygieia/Hygieia/issues/2218
,Bitbucket collector -- decryptedPassword issue,closed,2018-05-17,https://github.com/Hygieia/Hygieia/issues/2216
,"maven clean should remove dist, node, node_modules and bower_components",closed,2018-05-17,https://github.com/Hygieia/Hygieia/issues/2215
,Hygieia JIRA Collector - ALM JIRA - SSO Issue,closed,2018-05-17,https://github.com/Hygieia/Hygieia/issues/2214
,dashboarduser gets deleted from mongodb,closed,2018-05-17,https://github.com/Hygieia/Hygieia/issues/2213
,Api Connectivity Issue,closed,2018-05-17,https://github.com/Hygieia/Hygieia/issues/2212
,Hygieia Dashboard issue:,closed,2018-05-17,https://github.com/Hygieia/Hygieia/issues/2211
,Swagger docs are broken,closed,2018-05-16,https://github.com/Hygieia/Hygieia/issues/2207
,Issue with the API,closed,2018-05-16,https://github.com/Hygieia/Hygieia/issues/2206
,Authentication failed for mongodb,closed,2018-05-16,https://github.com/Hygieia/Hygieia/issues/2205
,Springboot and maven dependencies error,closed,2018-05-15,https://github.com/Hygieia/Hygieia/issues/2204
,GitLab SCM collector does not pickup dbhost,closed,2018-05-15,https://github.com/Hygieia/Hygieia/issues/2203
,Jenkins collector not working,closed,2018-05-14,https://github.com/Hygieia/Hygieia/issues/2202
,Dashboard UI - login page not loading,closed,2018-05-14,https://github.com/Hygieia/Hygieia/issues/2201
,Failed with UI error ,closed,2018-05-11,https://github.com/Hygieia/Hygieia/issues/2200
,Error in Udeploy collector,closed,2018-05-10,https://github.com/Hygieia/Hygieia/issues/2199
,api-audit compile error,closed,2018-05-09,https://github.com/Hygieia/Hygieia/issues/2198
,Run Hygieia on AWS,closed,2018-05-09,https://github.com/Hygieia/Hygieia/issues/2197
,Caused by: com.spotify.docker.client.shaded.javax.ws.rs.InternalServerErrorException: HTTP 500 Internal Server Error,closed,2018-05-08,https://github.com/Hygieia/Hygieia/issues/2196
need more info,HipChat Working?,closed,2018-05-07,https://github.com/Hygieia/Hygieia/issues/2195
,Code Analysis widget contents are distorted.,closed,2018-05-07,https://github.com/Hygieia/Hygieia/issues/2194
,Error - I/O error on GET request while fetching sonarqube data,closed,2018-05-04,https://github.com/Hygieia/Hygieia/issues/2190
,how to debug hygieia application,closed,2018-05-03,https://github.com/Hygieia/Hygieia/issues/2189
,No data for cloud_subnetwork cloud_virtual_network,closed,2018-05-03,https://github.com/Hygieia/Hygieia/issues/2188
,How we can add NEW widget in UI ?,closed,2018-05-03,https://github.com/Hygieia/Hygieia/issues/2187
,API connectivity issue with UI,closed,2018-05-03,https://github.com/Hygieia/Hygieia/issues/2186
,Gitlab datas are not getting refreshed in the UI ,closed,2018-05-02,https://github.com/Hygieia/Hygieia/issues/2183
,Question about Hygieia,closed,2018-05-01,https://github.com/Hygieia/Hygieia/issues/2182
,Deploy widget question - Columns dont align with values,closed,2018-04-30,https://github.com/Hygieia/Hygieia/issues/2180
,Date label (X axes of chart) is not getting refreshed in chart displayed on Hygieia UI,closed,2018-04-27,https://github.com/Hygieia/Hygieia/issues/2177
,Issue while using hygieiaSonarPublishStep,closed,2018-04-26,https://github.com/Hygieia/Hygieia/issues/2176
,setting up maturity model,closed,2018-04-25,https://github.com/Hygieia/Hygieia/issues/2174
,90 day pipeline health,closed,2018-04-25,https://github.com/Hygieia/Hygieia/issues/2173
,Github collector unauthorized for public repos!,closed,2018-04-25,https://github.com/Hygieia/Hygieia/issues/2172
,Jenkins collector stoped collecting new build data,closed,2018-04-24,https://github.com/Hygieia/Hygieia/issues/2171
,BitBucket 401 Unauthorized,closed,2018-04-24,https://github.com/Hygieia/Hygieia/issues/2170
,Hygieia-Jenkins publisher question,closed,2018-04-24,https://github.com/Hygieia/Hygieia/issues/2169
,Jenkins collector - certificate error -- Need help,closed,2018-04-21,https://github.com/Hygieia/Hygieia/issues/2166
,"Bitbucket collector error - 401 - Tried suggestions too, still not working - PLs help",closed,2018-04-19,https://github.com/Hygieia/Hygieia/issues/2163
,setting up maturity model,closed,2018-04-19,https://github.com/Hygieia/Hygieia/issues/2161
,user already exists : not allowing admin: Error while logging in,closed,2018-04-18,https://github.com/Hygieia/Hygieia/issues/2160
,mvn clean install package jacoco failure,closed,2018-04-18,https://github.com/Hygieia/Hygieia/issues/2158
,API not starting: BeanCreationException,closed,2018-04-18,https://github.com/Hygieia/Hygieia/issues/2155
,Missing properties in properties-builder scripts,closed,2018-04-18,https://github.com/Hygieia/Hygieia/issues/2154
,Product Dashboard,closed,2018-04-18,https://github.com/Hygieia/Hygieia/issues/2153
,Can't find cucumber.json when launching Jenkins-Cucumber Collector,closed,2018-04-17,https://github.com/Hygieia/Hygieia/issues/2151
,Feature Jira widget shows 0 0 0 for scrum.,closed,2018-04-16,https://github.com/Hygieia/Hygieia/issues/2149
,graphics,closed,2018-04-15,https://github.com/Hygieia/Hygieia/issues/2148
,No plugin found for prefix 'docker' in the current project and in the plugin groups [org.apache.maven.plugins,closed,2018-04-14,https://github.com/Hygieia/Hygieia/issues/2147
,Jira collector - Parser exception when parsing teams -- Tried everything :-(,closed,2018-04-14,https://github.com/Hygieia/Hygieia/issues/2146
,Hygieia Audit API,closed,2018-04-13,https://github.com/Hygieia/Hygieia/issues/2145
,Hygieia Capacity Planning,closed,2018-04-13,https://github.com/Hygieia/Hygieia/issues/2144
,Hygieia GitHub Code Repo,closed,2018-04-13,https://github.com/Hygieia/Hygieia/issues/2143
,"Jira collector - ""sTeamId"" field from ""feature"" collection in MongoDB is missing",closed,2018-04-13,https://github.com/Hygieia/Hygieia/issues/2142
bug,"UI Bug - No dashboards displayed after clearing the filter, navigating through pagination",closed,2018-04-12,https://github.com/Hygieia/Hygieia/issues/2141
,jira  collector is not  supporting multiples servers at a  time ,closed,2018-04-12,https://github.com/Hygieia/Hygieia/issues/2140
,issue with aws collector - connection refused all the time for http request,closed,2018-04-12,https://github.com/Hygieia/Hygieia/issues/2139
,No test results displayed when beginDate & endDate are provided in seconds for Unix Time Format.  Error needs to be handled gracefully.,closed,2018-04-11,https://github.com/Hygieia/Hygieia/issues/2137
,I can not create Dashboard,closed,2018-04-11,https://github.com/Hygieia/Hygieia/issues/2136
,API-Audit UI,closed,2018-04-10,https://github.com/Hygieia/Hygieia/issues/2133
,Pipeline is not resetting the artifact number!,closed,2018-04-10,https://github.com/Hygieia/Hygieia/issues/2132
,Error while connecting mongo db,closed,2018-04-06,https://github.com/Hygieia/Hygieia/issues/2126
,Can't download jars from Maven central repo,closed,2018-04-06,https://github.com/Hygieia/Hygieia/issues/2125
,Hygieia pipeline plugin not pushing status if build fails.,closed,2018-04-05,https://github.com/Hygieia/Hygieia/issues/2121
bug,Unable to see correct data in Deploy widget.,closed,2018-04-05,https://github.com/Hygieia/Hygieia/issues/2120
,Multiple status for Pipeline widget.,closed,2018-04-05,https://github.com/Hygieia/Hygieia/issues/2117
,Hygieia is working fine and accessible locally but through external link Its inaccessible ,closed,2018-04-04,https://github.com/Hygieia/Hygieia/issues/2115
,Write a custom collector and screen widget,closed,2018-04-04,https://github.com/Hygieia/Hygieia/issues/2114
,Questions about prod configuration,closed,2018-03-31,https://github.com/Hygieia/Hygieia/issues/2110
,Questions about Hygieia.,closed,2018-03-28,https://github.com/Hygieia/Hygieia/issues/2106
,Configure pipeline widget,closed,2018-03-28,https://github.com/Hygieia/Hygieia/issues/2105
,Bitbucket Collector Properties ,closed,2018-03-28,https://github.com/Hygieia/Hygieia/issues/2104
,Installation Confusion ,closed,2018-03-28,https://github.com/Hygieia/Hygieia/issues/2103
,how to add Bamboo deployment to deploy pipline,closed,2018-03-28,https://github.com/Hygieia/Hygieia/issues/2102
,Wrong status displayed as `DASHBOARD_TEST_NOT_CONFIGURED` for the dashboards that have Test Widget Configured,closed,2018-03-27,https://github.com/Hygieia/Hygieia/issues/2101
,Gitlab collector not picking up my repos despite correct properties file,closed,2018-03-27,https://github.com/Hygieia/Hygieia/issues/2098
,"Jenkins build collector not connecting to Mongo, despite correct properties",closed,2018-03-27,https://github.com/Hygieia/Hygieia/issues/2097
,Github Enterprise repository(private) not showing up on Hygieia dashboard.Unauthorized: access issue while connecting to private github repository,closed,2018-03-26,https://github.com/Hygieia/Hygieia/issues/2096
,Error when trying to execute  java -jar github-scm-collector-2.0.5-SNAPSHOT.jar,closed,2018-03-26,https://github.com/Hygieia/Hygieia/issues/2093
,CodeQuallity collector not being updated,closed,2018-03-26,https://github.com/Hygieia/Hygieia/issues/2091
,ConfigurationItem null when creating a new dashboard on Chrome,closed,2018-03-26,https://github.com/Hygieia/Hygieia/issues/2090
,Permission denied when connecting to UI,closed,2018-03-23,https://github.com/Hygieia/Hygieia/issues/2089
,hygieia-gitlab-feature-collector  not  data  display,closed,2018-03-23,https://github.com/Hygieia/Hygieia/issues/2088
,Webhook/Event Strategy,closed,2018-03-22,https://github.com/Hygieia/Hygieia/issues/2086
,hygieia-jira-feature-collector  no data display,closed,2018-03-20,https://github.com/Hygieia/Hygieia/issues/2083
,hygieia-jira-feature-collector 400  not field,closed,2018-03-20,https://github.com/Hygieia/Hygieia/issues/2082
,Jenkins-cucumber error: No Enabled Jobs found with artifacts pattern: cucumber.json,closed,2018-03-18,https://github.com/Hygieia/Hygieia/issues/2081
,Publisher: Sonar Connection Failed.,closed,2018-03-15,https://github.com/Hygieia/Hygieia/issues/2080
,Sonar collector doesn't collect all projects,closed,2018-03-15,https://github.com/Hygieia/Hygieia/issues/2079
,Gitlab Repo Type doesn't appear in Configure Code Repo Widget dropdown,closed,2018-03-14,https://github.com/Hygieia/Hygieia/issues/2078
,Quality Widget Issues,closed,2018-03-14,https://github.com/Hygieia/Hygieia/issues/2077
,hygieia-github-scm-collector,closed,2018-03-14,https://github.com/Hygieia/Hygieia/issues/2076
enhancement,Artifactory collector,open,2018-03-13,https://github.com/Hygieia/Hygieia/issues/2075
,hygieia-gitlab-scm-collector 401,closed,2018-03-13,https://github.com/Hygieia/Hygieia/issues/2072
, hygieia-github-scm-collector 404,closed,2018-03-13,https://github.com/Hygieia/Hygieia/issues/2071
,How to set up a development environment,closed,2018-03-12,https://github.com/Hygieia/Hygieia/issues/2070
,Hygiea Support for database other then MongoDB,closed,2018-03-09,https://github.com/Hygieia/Hygieia/issues/2069
,Jira collector not displaying any feature data source on feature widget on UI,closed,2018-03-09,https://github.com/Hygieia/Hygieia/issues/2068
,Twistlock Widget,closed,2018-03-09,https://github.com/Hygieia/Hygieia/issues/2067
,Question - Multiple same type widgets on a given dashboard,closed,2018-03-07,https://github.com/Hygieia/Hygieia/issues/2066
,Bean creating error while implementing controller for new collector,closed,2018-03-05,https://github.com/Hygieia/Hygieia/issues/2063
,Is integration Hygieia with Mendix Tool Possible ?,closed,2018-03-02,https://github.com/Hygieia/Hygieia/issues/2061
,Jira Collector Handling deleted features,closed,2018-02-28,https://github.com/Hygieia/Hygieia/issues/2060
, JWT signature does not match locally computed signature,closed,2018-02-27,https://github.com/Hygieia/Hygieia/issues/2057
bug,Deploy widget's detail view's layout and value  not match,closed,2018-02-27,https://github.com/Hygieia/Hygieia/issues/2056
,Hygieia Question,closed,2018-02-26,https://github.com/Hygieia/Hygieia/issues/2053
,Hygieia jenkins plugins build issues,closed,2018-02-23,https://github.com/Hygieia/Hygieia/issues/2052
,mvn settings.xml file,closed,2018-02-21,https://github.com/Hygieia/Hygieia/issues/2049
,Hygieia - Understanding Test publisher / Configuration of Delivery pipeline,closed,2018-02-21,https://github.com/Hygieia/Hygieia/issues/2048
,User authentication of collectors with respective tools,closed,2018-02-21,https://github.com/Hygieia/Hygieia/issues/2047
,JIRA HTTP protocol exception,closed,2018-02-20,https://github.com/Hygieia/Hygieia/issues/2042
,Pipeline widget,closed,2018-02-20,https://github.com/Hygieia/Hygieia/issues/2041
,UI build failure on linux7/Centos7 ,closed,2018-02-18,https://github.com/Hygieia/Hygieia/issues/2040
,Any S3 Collector??,closed,2018-02-16,https://github.com/Hygieia/Hygieia/issues/2037
,Bitbucket-collector not showing all info,closed,2018-02-16,https://github.com/Hygieia/Hygieia/issues/2036
,Can't build Hygieia using mvn docker:build,closed,2018-02-16,https://github.com/Hygieia/Hygieia/issues/2035
,Jenkins build collector Root Certificate challenge,closed,2018-02-15,https://github.com/Hygieia/Hygieia/issues/2032
,Jira collector is run with errors,closed,2018-02-15,https://github.com/Hygieia/Hygieia/issues/2031
,CodeQualityCollector not working,closed,2018-02-14,https://github.com/Hygieia/Hygieia/issues/2028
,"""Global hygiea publisher settings"" always returns true on Test connection with Invalid Urls",closed,2018-02-14,https://github.com/Hygieia/Hygieia/issues/2027
,How to collect data for a specific jira project ?,closed,2018-02-13,https://github.com/Hygieia/Hygieia/issues/2025
,No team data - Jira collector,closed,2018-02-13,https://github.com/Hygieia/Hygieia/issues/2022
,How to create collectors for flex deploy (build / deploy/ release)?,closed,2018-02-12,https://github.com/Hygieia/Hygieia/issues/2019
,How to integrate service now on Hygieia Dashboard? ,closed,2018-02-12,https://github.com/Hygieia/Hygieia/issues/2018
,Doesn't work out of the box?,closed,2018-02-12,https://github.com/Hygieia/Hygieia/issues/2013
,Fix broken link - Gitlab documentation,closed,2018-02-11,https://github.com/Hygieia/Hygieia/issues/2010
,No Sprint data on Sprint end dates,closed,2018-02-09,https://github.com/Hygieia/Hygieia/issues/2008
,how to collect   data regarding specific projects in lira server instead of all the projects,closed,2018-02-09,https://github.com/Hygieia/Hygieia/issues/2007
, application.properties ,closed,2018-02-09,https://github.com/Hygieia/Hygieia/issues/2005
,How can we check request and response JSON body in logs?,closed,2018-02-08,https://github.com/Hygieia/Hygieia/issues/2002
,Cucumber Docker Report Failure,closed,2018-02-08,https://github.com/Hygieia/Hygieia/issues/2000
,Jira collector throws 401 on status call,closed,2018-02-08,https://github.com/Hygieia/Hygieia/issues/1999
,Sonar analysis is not showing any data,closed,2018-02-07,https://github.com/Hygieia/Hygieia/issues/1995
,api-audit : mvn docker:build failure,closed,2018-02-07,https://github.com/Hygieia/Hygieia/issues/1994
,Need help creating a script to auto add the hygieia publish step to jenkins jobs,closed,2018-02-07,https://github.com/Hygieia/Hygieia/issues/1992
enhancement,Implement SAML for account authentication,open,2018-02-06,https://github.com/Hygieia/Hygieia/issues/1991
,I don't want to scan 5000 bamboo plans,closed,2018-02-06,https://github.com/Hygieia/Hygieia/issues/1990
,About quality and monitor widget,closed,2018-02-05,https://github.com/Hygieia/Hygieia/issues/1986
,UCD graph is Not displaying in Hygieia dashboard UI,closed,2018-02-05,https://github.com/Hygieia/Hygieia/issues/1985
,Question for Hygieia,closed,2018-02-05,https://github.com/Hygieia/Hygieia/issues/1984
,Jenkins build collector fails when Jira collector is added,closed,2018-02-05,https://github.com/Hygieia/Hygieia/issues/1983
,There is a problem with the standard deviation displayed on the front,closed,2018-02-05,https://github.com/Hygieia/Hygieia/issues/1982
,Facing issue in configuring collectors,closed,2018-02-01,https://github.com/Hygieia/Hygieia/issues/1978
,Issue in starting API,closed,2018-02-01,https://github.com/Hygieia/Hygieia/issues/1977
,Sonar Collector issue Property referenced in indexed property path 'metrics[0]' is neither an array nor a List nor a Map; returned value was [],closed,2018-01-31,https://github.com/Hygieia/Hygieia/issues/1976
,Bitbucket collector not using proxy settings,closed,2018-01-30,https://github.com/Hygieia/Hygieia/issues/1975
,Can hygieia supports SSO with Ouath2?,closed,2018-01-29,https://github.com/Hygieia/Hygieia/issues/1973
,Login fails in UI,closed,2018-01-25,https://github.com/Hygieia/Hygieia/issues/1967
,Compile Failure in api-audit,closed,2018-01-24,https://github.com/Hygieia/Hygieia/issues/1964
,hygieia api connect issues,closed,2018-01-24,https://github.com/Hygieia/Hygieia/issues/1962
, WARNING: No Enabled Jobs found with artifacts pattern: cucumber.json,closed,2018-01-23,https://github.com/Hygieia/Hygieia/issues/1959
,Docker containers are outdated,closed,2018-01-23,https://github.com/Hygieia/Hygieia/issues/1955
,where the data come from in Security Scan & Open Source Scan & Test Result of Code Analysis,closed,2018-01-23,https://github.com/Hygieia/Hygieia/issues/1954
,"Question: how could we view PMD, Checkstyle, Findbus, JaCoCo reports metrices from jenkins-codequality individually on hygieia dashboard?",open,2018-01-22,https://github.com/Hygieia/Hygieia/issues/1952
,Rally connector?,closed,2018-01-20,https://github.com/Hygieia/Hygieia/issues/1950
,Sonar Connection Failed. Response: 404 ,closed,2018-01-19,https://github.com/Hygieia/Hygieia/issues/1948
,Unable to configure SCM widget,closed,2018-01-19,https://github.com/Hygieia/Hygieia/issues/1947
,Failed to obtain commits from bitbucket,closed,2018-01-18,https://github.com/Hygieia/Hygieia/issues/1946
,hygieia-publisher: Compilation failure,closed,2018-01-18,https://github.com/Hygieia/Hygieia/issues/1945
,CMDB UI Configuration,closed,2018-01-18,https://github.com/Hygieia/Hygieia/issues/1943
,UI cannot connect to API using Docker images,closed,2018-01-16,https://github.com/Hygieia/Hygieia/issues/1942
,Bamboo deployment collector,closed,2018-01-16,https://github.com/Hygieia/Hygieia/issues/1941
,Hygieia dashboad doesn't displaying data feature to select,closed,2018-01-15,https://github.com/Hygieia/Hygieia/issues/1940
,Using API to configure dashboard,closed,2018-01-15,https://github.com/Hygieia/Hygieia/issues/1939
,Hygiea Jenkins plugin Pipeline code issue ,closed,2018-01-15,https://github.com/Hygieia/Hygieia/issues/1938
,rundeck webhook unauthorized 401,closed,2018-01-15,https://github.com/Hygieia/Hygieia/issues/1937
,API cannot be started: Trying to run Hygieia on Windows,closed,2018-01-12,https://github.com/Hygieia/Hygieia/issues/1935
,mvn clean gets failed during first setup ,closed,2018-01-12,https://github.com/Hygieia/Hygieia/issues/1934
,Patch for 2.0.4 gitlab collector problem:  Slow GitLab server causes data collector socket read timeouts,closed,2018-01-10,https://github.com/Hygieia/Hygieia/issues/1930
,Error in collecting Version One Data,closed,2018-01-10,https://github.com/Hygieia/Hygieia/issues/1929
,Does hygieia application have support for LTM load balancing and MongoDB for High availability,closed,2018-01-09,https://github.com/Hygieia/Hygieia/issues/1928
,"Configure Repo Widget ,Click “Save”  button no response",closed,2018-01-09,https://github.com/Hygieia/Hygieia/issues/1927
enhancement,Is there a way to configure dashboards in code? ,closed,2018-01-08,https://github.com/Hygieia/Hygieia/issues/1926
,Jenkins collector doubt,closed,2018-01-05,https://github.com/Hygieia/Hygieia/issues/1922
,How to Implement Single sign-on in Hygieia,closed,2018-01-03,https://github.com/Hygieia/Hygieia/issues/1917
,Unable to Login,closed,2018-01-03,https://github.com/Hygieia/Hygieia/issues/1916
,Jira collector issue: Not showing any teams on UI Configure Feature Widget,closed,2018-01-01,https://github.com/Hygieia/Hygieia/issues/1915
,Unable to execute the maven goal docker:build,closed,2017-12-29,https://github.com/Hygieia/Hygieia/issues/1914
,Session Issue in Hygieia,closed,2017-12-27,https://github.com/Hygieia/Hygieia/issues/1913
,Bamboo configure,closed,2017-12-22,https://github.com/Hygieia/Hygieia/issues/1912
need more info,Hygieia and cloud bees jenkins collector issue,closed,2017-12-21,https://github.com/Hygieia/Hygieia/issues/1911
need more info,Hygieia Jenkins collector issue,closed,2017-12-15,https://github.com/Hygieia/Hygieia/issues/1906
need more info,"  mvn install api in ubuntu OS, build failure, but in windows is ok",closed,2017-12-15,https://github.com/Hygieia/Hygieia/issues/1905
need more info,Error encrypting password since Update,closed,2017-12-15,https://github.com/Hygieia/Hygieia/issues/1904
,"IS there  a  function test  ,  integration (system) test  for hygieia ??  ",closed,2017-12-14,https://github.com/Hygieia/Hygieia/issues/1903
,Hygieia API-UI connectivity issue,closed,2017-12-14,https://github.com/Hygieia/Hygieia/issues/1902
need more info,SVNAuthenticationException: svn: E170001: Authentication required ,closed,2017-12-14,https://github.com/Hygieia/Hygieia/issues/1901
enhancement,Limit user access control,closed,2017-12-12,https://github.com/Hygieia/Hygieia/issues/1898
,docker Jira Endless Loop: StoryDataClientImpl ,closed,2017-12-08,https://github.com/Hygieia/Hygieia/issues/1895
enhancement,docker-maven-plugin -> dockerfile-maven,closed,2017-12-07,https://github.com/Hygieia/Hygieia/issues/1894
,Dashboard does not display test and collector data - UI and api connected,closed,2017-12-07,https://github.com/Hygieia/Hygieia/issues/1893
,Jenkins build Collector getting error out,closed,2017-12-07,https://github.com/Hygieia/Hygieia/issues/1892
,Github Collector in Docker doesn't pick up proxy information,closed,2017-12-06,https://github.com/Hygieia/Hygieia/issues/1887
,Jenkins Build collector not working,closed,2017-12-05,https://github.com/Hygieia/Hygieia/issues/1882
,Hygieia is view only for all without login.,closed,2017-12-02,https://github.com/Hygieia/Hygieia/issues/1879
,Failed to execute goal com.github.eirslett:frontend-maven-plugin:0.0.29:bower (bower install) on project UI: Failed to run task: 'bower install --allow-root' failed.,closed,2017-12-01,https://github.com/Hygieia/Hygieia/issues/1877
,Product dashboard average time and non propagated commmits,closed,2017-12-01,https://github.com/Hygieia/Hygieia/issues/1875
,com.capitalone.dashboard.model.AuthType cannot be resolved,closed,2017-11-30,https://github.com/Hygieia/Hygieia/issues/1874
,Pull latest docker images from docker public repository,closed,2017-11-30,https://github.com/Hygieia/Hygieia/issues/1873
,Deploy Widget doesn't  show any application,closed,2017-11-29,https://github.com/Hygieia/Hygieia/issues/1872
,Not able to login,closed,2017-11-29,https://github.com/Hygieia/Hygieia/issues/1871
,API connectivity Intermittent Issue,closed,2017-11-29,https://github.com/Hygieia/Hygieia/issues/1870
,Problem with Jenkins Pull Based Approach and Push Based Approach,closed,2017-11-28,https://github.com/Hygieia/Hygieia/issues/1869
,Did the  gerrit collector work for the gerrit-integration branche?,closed,2017-11-27,https://github.com/Hygieia/Hygieia/issues/1868
,hipchat is not working for hygieia version 2.05,closed,2017-11-27,https://github.com/Hygieia/Hygieia/issues/1867
,Can we have multiple widget for code repo in one dashboard?,closed,2017-11-27,https://github.com/Hygieia/Hygieia/issues/1866
,could  we get data  by team name  on jira widget ?,closed,2017-11-24,https://github.com/Hygieia/Hygieia/issues/1865
,"The endpoint ""/collector/item/type/{collectorType}"" is only working for build collector items",closed,2017-11-23,https://github.com/Hygieia/Hygieia/issues/1864
,UI changes are not reflecting after restart,closed,2017-11-22,https://github.com/Hygieia/Hygieia/issues/1863
,Not able to get Application Name on deploy widget.,closed,2017-11-22,https://github.com/Hygieia/Hygieia/issues/1862
,AWS collector is picking up us-east-1 as its default region. ,closed,2017-11-22,https://github.com/Hygieia/Hygieia/issues/1861
,AWS Region Issue,closed,2017-11-21,https://github.com/Hygieia/Hygieia/issues/1860
,"Product Dashboard - Values not appearing for Dev, QA , Int and Perf",closed,2017-11-21,https://github.com/Hygieia/Hygieia/issues/1859
,Jenkins Collectorr,closed,2017-11-21,https://github.com/Hygieia/Hygieia/issues/1858
,Mvn build fails at api step,closed,2017-11-21,https://github.com/Hygieia/Hygieia/issues/1857
,API_HOST is hardcoded in Hygieia/UI/docker/conf-builder.sh,closed,2017-11-20,https://github.com/Hygieia/Hygieia/issues/1856
,Team Data =0 (jira),closed,2017-11-20,https://github.com/Hygieia/Hygieia/issues/1855
,sEstimate =0 (jira),closed,2017-11-20,https://github.com/Hygieia/Hygieia/issues/1854
,AWS Collector Null Pointer Exceptions,closed,2017-11-20,https://github.com/Hygieia/Hygieia/issues/1852
,"Hygieia dashboard - Quality Widget : ""VIEW ALL” doesn't take to the sonar page",closed,2017-11-20,https://github.com/Hygieia/Hygieia/issues/1851
,"Feature widget is showing in drop down only default ""Any"" in Team Name ",closed,2017-11-20,https://github.com/Hygieia/Hygieia/issues/1850
,Jenkins collector,closed,2017-11-20,https://github.com/Hygieia/Hygieia/issues/1849
,Unable to run mvn install,closed,2017-11-20,https://github.com/Hygieia/Hygieia/issues/1848
,Story points are missing from jira,closed,2017-11-17,https://github.com/Hygieia/Hygieia/issues/1847
help wanted,Drone Collector ,closed,2017-11-16,https://github.com/Hygieia/Hygieia/issues/1846
,Unable to do mvn clean install package,closed,2017-11-16,https://github.com/Hygieia/Hygieia/issues/1845
,Screen without UI components/style,closed,2017-11-16,https://github.com/Hygieia/Hygieia/issues/1842
,Github Widget not showing commits,closed,2017-11-15,https://github.com/Hygieia/Hygieia/issues/1841
,Monitor widget not working,closed,2017-11-15,https://github.com/Hygieia/Hygieia/issues/1840
,Hygieia Hudson/Jenkins Collector Breaks due to MongoDB BSON Document Size Restrictions,closed,2017-11-14,https://github.com/Hygieia/Hygieia/issues/1839
,JIRA Collector not showing status correctly,closed,2017-11-14,https://github.com/Hygieia/Hygieia/issues/1838
,Hygieia Dashboard is not displayed as expected.,closed,2017-11-14,https://github.com/Hygieia/Hygieia/issues/1837
,Build widget not appearing in dashboard,closed,2017-11-13,https://github.com/Hygieia/Hygieia/issues/1835
,Is there a tag for release 2.0.5?,closed,2017-11-10,https://github.com/Hygieia/Hygieia/issues/1834
,where to put the config for docker  url (jenkins collelctor),closed,2017-11-09,https://github.com/Hygieia/Hygieia/issues/1832
,When will be the next release planned. Last release was on Dec 2016. ,closed,2017-11-09,https://github.com/Hygieia/Hygieia/issues/1831
,"DefaultJiraClient - No result was available from Jira unexpectedly - JSONObject[""type""] not found",closed,2017-11-08,https://github.com/Hygieia/Hygieia/issues/1830
,Unusual commit dates ,closed,2017-11-08,https://github.com/Hygieia/Hygieia/issues/1829
,ERROR c.c.d.c.DefaultBitbucketServerClient - Failed to obtain commits,closed,2017-11-08,https://github.com/Hygieia/Hygieia/issues/1828
